question_group_id,concept_name,domains,mode_supported,source_type,input_keys_covered,derivation_targets,question_role,section_candidate,ordering_priority,direct_or_supporting,expected_response_type,preferred_scale_name,ask_once_or_repeat,respondent_expected,administered_by,caregiver_prompt_candidate,psychologist_prompt_candidate,caregiver_help_text_candidate,psychologist_help_text_candidate,allow_unknown,unknown_option_needed,criticality,branching_candidate,branching_rule_summary,validation_rule_summary,terminology_risk,notes
cbcl_007,cbcl 007,anxiety,psychologist,general,cbcl_007,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 007 (respuesta estructurada),CBCL: cbcl 007 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_008,cbcl 008,anxiety,psychologist,general,cbcl_008,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 008 (respuesta estructurada),CBCL: cbcl 008 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_009,cbcl 009,anxiety,psychologist,general,cbcl_009,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 009 (respuesta estructurada),CBCL: cbcl 009 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_010,cbcl 010,anxiety,psychologist,general,cbcl_010,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 010 (respuesta estructurada),CBCL: cbcl 010 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_011,cbcl 011,anxiety,psychologist,general,cbcl_011,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 011 (respuesta estructurada),CBCL: cbcl 011 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_012,cbcl 012,anxiety,psychologist,general,cbcl_012,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 012 (respuesta estructurada),CBCL: cbcl 012 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_013,cbcl 013,anxiety,psychologist,general,cbcl_013,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 013 (respuesta estructurada),CBCL: cbcl 013 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_014,cbcl 014,anxiety,psychologist,general,cbcl_014,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 014 (respuesta estructurada),CBCL: cbcl 014 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_015,cbcl 015,anxiety,psychologist,general,cbcl_015,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 015 (respuesta estructurada),CBCL: cbcl 015 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_016,cbcl 016,anxiety,psychologist,general,cbcl_016,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 016 (respuesta estructurada),CBCL: cbcl 016 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_017,cbcl 017,anxiety,psychologist,general,cbcl_017,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 017 (respuesta estructurada),CBCL: cbcl 017 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_018,cbcl 018,anxiety,psychologist,general,cbcl_018,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 018 (respuesta estructurada),CBCL: cbcl 018 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_019,cbcl 019,anxiety,psychologist,general,cbcl_019,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 019 (respuesta estructurada),CBCL: cbcl 019 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_020,cbcl 020,anxiety,psychologist,general,cbcl_020,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 020 (respuesta estructurada),CBCL: cbcl 020 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_021,cbcl 021,anxiety,psychologist,general,cbcl_021,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 021 (respuesta estructurada),CBCL: cbcl 021 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_022,cbcl 022,anxiety,psychologist,general,cbcl_022,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 022 (respuesta estructurada),CBCL: cbcl 022 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_023,cbcl 023,anxiety,psychologist,general,cbcl_023,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 023 (respuesta estructurada),CBCL: cbcl 023 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_024,cbcl 024,anxiety,psychologist,general,cbcl_024,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 024 (respuesta estructurada),CBCL: cbcl 024 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_025,cbcl 025,anxiety,both,general,cbcl_025,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,both,CBCL: cbcl 025 (respuesta estructurada),CBCL: cbcl 025 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_026,cbcl 026,anxiety,psychologist,general,cbcl_026,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 026 (respuesta estructurada),CBCL: cbcl 026 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_027,cbcl 027,anxiety,psychologist,general,cbcl_027,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 027 (respuesta estructurada),CBCL: cbcl 027 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_028,cbcl 028,anxiety,psychologist,general,cbcl_028,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 028 (respuesta estructurada),CBCL: cbcl 028 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_029,cbcl 029,anxiety,psychologist,general,cbcl_029,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 029 (respuesta estructurada),CBCL: cbcl 029 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_030,cbcl 030,anxiety,psychologist,general,cbcl_030,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 030 (respuesta estructurada),CBCL: cbcl 030 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_031,cbcl 031,anxiety,psychologist,general,cbcl_031,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 031 (respuesta estructurada),CBCL: cbcl 031 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_032,cbcl 032,anxiety,psychologist,general,cbcl_032,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 032 (respuesta estructurada),CBCL: cbcl 032 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_033,cbcl 033,anxiety,psychologist,general,cbcl_033,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 033 (respuesta estructurada),CBCL: cbcl 033 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_034,cbcl 034,anxiety,psychologist,general,cbcl_034,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 034 (respuesta estructurada),CBCL: cbcl 034 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_035,cbcl 035,anxiety,psychologist,general,cbcl_035,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 035 (respuesta estructurada),CBCL: cbcl 035 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_036,cbcl 036,anxiety,psychologist,general,cbcl_036,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 036 (respuesta estructurada),CBCL: cbcl 036 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_037,cbcl 037,anxiety,psychologist,general,cbcl_037,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 037 (respuesta estructurada),CBCL: cbcl 037 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_038,cbcl 038,anxiety,psychologist,general,cbcl_038,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 038 (respuesta estructurada),CBCL: cbcl 038 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_039,cbcl 039,anxiety,psychologist,general,cbcl_039,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 039 (respuesta estructurada),CBCL: cbcl 039 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_040,cbcl 040,anxiety,psychologist,general,cbcl_040,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 040 (respuesta estructurada),CBCL: cbcl 040 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_041,cbcl 041,anxiety,psychologist,general,cbcl_041,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 041 (respuesta estructurada),CBCL: cbcl 041 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_042,cbcl 042,anxiety,psychologist,general,cbcl_042,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 042 (respuesta estructurada),CBCL: cbcl 042 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_043,cbcl 043,anxiety,psychologist,general,cbcl_043,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 043 (respuesta estructurada),CBCL: cbcl 043 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_044,cbcl 044,anxiety,psychologist,general,cbcl_044,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 044 (respuesta estructurada),CBCL: cbcl 044 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_045,cbcl 045,anxiety,psychologist,general,cbcl_045,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 045 (respuesta estructurada),CBCL: cbcl 045 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_046,cbcl 046,anxiety,psychologist,general,cbcl_046,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 046 (respuesta estructurada),CBCL: cbcl 046 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_047,cbcl 047,anxiety,psychologist,general,cbcl_047,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 047 (respuesta estructurada),CBCL: cbcl 047 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_048,cbcl 048,anxiety,psychologist,general,cbcl_048,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 048 (respuesta estructurada),CBCL: cbcl 048 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_049,cbcl 049,anxiety,psychologist,general,cbcl_049,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 049 (respuesta estructurada),CBCL: cbcl 049 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_050,cbcl 050,anxiety,psychologist,general,cbcl_050,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 050 (respuesta estructurada),CBCL: cbcl 050 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_051,cbcl 051,anxiety,psychologist,general,cbcl_051,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 051 (respuesta estructurada),CBCL: cbcl 051 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_052,cbcl 052,anxiety,psychologist,general,cbcl_052,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 052 (respuesta estructurada),CBCL: cbcl 052 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_053,cbcl 053,anxiety,psychologist,general,cbcl_053,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 053 (respuesta estructurada),CBCL: cbcl 053 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_054,cbcl 054,anxiety,psychologist,general,cbcl_054,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 054 (respuesta estructurada),CBCL: cbcl 054 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_055,cbcl 055,anxiety,psychologist,general,cbcl_055,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 055 (respuesta estructurada),CBCL: cbcl 055 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_056,cbcl 056,anxiety,psychologist,general,cbcl_056,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 056 (respuesta estructurada),CBCL: cbcl 056 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_057,cbcl 057,anxiety,both,general,cbcl_057,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,both,CBCL: cbcl 057 (respuesta estructurada),CBCL: cbcl 057 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_058,cbcl 058,anxiety,both,general,cbcl_058,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,both,CBCL: cbcl 058 (respuesta estructurada),CBCL: cbcl 058 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_059,cbcl 059,anxiety,psychologist,general,cbcl_059,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,CBCL: cbcl 059 (respuesta estructurada),CBCL: cbcl 059 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_060,cbcl 060,anxiety,both,general,cbcl_060,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,both,CBCL: cbcl 060 (respuesta estructurada),CBCL: cbcl 060 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_061,cbcl 061,anxiety,both,general,cbcl_061,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,both,CBCL: cbcl 061 (respuesta estructurada),CBCL: cbcl 061 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
cbcl_062,cbcl 062,anxiety,both,general,cbcl_062,n/a,direct,cbcl,10,direct,integer,integer_0_2,ask_once,clinician,both,CBCL: cbcl 062 (respuesta estructurada),CBCL: cbcl 062 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
