domain,role,mode,feature_set_id,full_universe_n,target_mode_ratio,target_n,n_features,feature_list_pipe
adhd,caregiver,caregiver_full,dsm5_core_plus_context,25,1.0,25,25,adhd_impairment_school|adhd_impairment_home|adhd_impairment_social|adhd_context_home|adhd_context_school|adhd_context_other|adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_07_loses_things|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_03_seems_not_listening|adhd_hypimp_04_cannot_play_quietly|adhd_inatt_09_forgetful_daily_activities|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_01_fidgets|adhd_hypimp_07_blurts_out|adhd_hypimp_05_driven_by_motor|adhd_hypimp_09_interrupts_intrudes|adhd_hypimp_06_talks_excessively|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_hypimp_08_difficulty_waiting_turn
adhd,caregiver,caregiver_full,legacy_structural_intersection,25,1.0,25,22,adhd_context_other|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_onset_before_12
adhd,psychologist,psychologist_1_3,structural_ranked_direct,27,0.3333333333333333,9,9,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_03_seems_not_listening|adhd_hypimp_04_cannot_play_quietly|adhd_inatt_07_loses_things|adhd_hypimp_02_leaves_seat|adhd_inatt_09_forgetful_daily_activities
adhd,psychologist,psychologist_1_3,structural_ranked_plus_derived,27,0.3333333333333333,9,9,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_03_seems_not_listening|adhd_hypimp_04_cannot_play_quietly|adhd_inatt_07_loses_things|adhd_hypimp_02_leaves_seat|adhd_inatt_09_forgetful_daily_activities
adhd,psychologist,psychologist_1_3,dsm5_core_plus_context,27,0.3333333333333333,9,9,adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_context_home|adhd_context_school|adhd_context_other|adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_inatt_02_sustained_attention_difficulty
adhd,psychologist,psychologist_1_3,legacy_structural_intersection,27,0.3333333333333333,9,9,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_impairment_school|adhd_not_better_explained_other_mental|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_02_sustained_attention_difficulty|adhd_impairment_home|adhd_inatt_03_seems_not_listening|adhd_inatt_09_forgetful_daily_activities
adhd,psychologist,psychologist_2_3,structural_ranked_direct,27,0.6666666666666666,18,18,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_03_seems_not_listening|adhd_hypimp_04_cannot_play_quietly|adhd_inatt_07_loses_things|adhd_hypimp_02_leaves_seat|adhd_inatt_09_forgetful_daily_activities|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_01_fidgets|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_07_blurts_out|adhd_hypimp_05_driven_by_motor|adhd_inatt_04_fails_to_finish_tasks|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_05_organization_difficulty|adhd_hypimp_06_talks_excessively
adhd,psychologist,psychologist_2_3,structural_ranked_plus_derived,27,0.6666666666666666,18,18,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_03_seems_not_listening|adhd_hypimp_04_cannot_play_quietly|adhd_inatt_07_loses_things|adhd_hypimp_02_leaves_seat|adhd_inatt_09_forgetful_daily_activities|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_01_fidgets|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_07_blurts_out|adhd_hypimp_05_driven_by_motor|adhd_inatt_04_fails_to_finish_tasks|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_05_organization_difficulty|adhd_hypimp_06_talks_excessively
adhd,psychologist,psychologist_2_3,dsm5_core_plus_context,27,0.6666666666666666,18,18,adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_context_home|adhd_context_school|adhd_context_other|adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_03_seems_not_listening|adhd_hypimp_04_cannot_play_quietly|adhd_inatt_07_loses_things|adhd_hypimp_02_leaves_seat|adhd_inatt_09_forgetful_daily_activities|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_01_fidgets|adhd_inatt_01_attention_to_detail_errors
adhd,psychologist,psychologist_2_3,legacy_structural_intersection,27,0.6666666666666666,18,18,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_impairment_school|adhd_not_better_explained_other_mental|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_02_sustained_attention_difficulty|adhd_impairment_home|adhd_inatt_03_seems_not_listening|adhd_inatt_09_forgetful_daily_activities|adhd_hypimp_02_leaves_seat|adhd_hypimp_04_cannot_play_quietly|adhd_inatt_07_loses_things|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_inatt_04_fails_to_finish_tasks|adhd_impairment_social|adhd_hypimp_07_blurts_out|adhd_hypimp_01_fidgets
adhd,psychologist,psychologist_full,structural_ranked_direct,27,1.0,27,27,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_03_seems_not_listening|adhd_hypimp_04_cannot_play_quietly|adhd_inatt_07_loses_things|adhd_hypimp_02_leaves_seat|adhd_inatt_09_forgetful_daily_activities|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_01_fidgets|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_07_blurts_out|adhd_hypimp_05_driven_by_motor|adhd_inatt_04_fails_to_finish_tasks|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_05_organization_difficulty|adhd_hypimp_06_talks_excessively|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_not_better_explained_other_mental|adhd_context_home|adhd_context_school|adhd_context_other|adhd_not_psychosis_exclusive
adhd,psychologist,psychologist_full,structural_ranked_plus_derived,27,1.0,27,27,adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_03_seems_not_listening|adhd_hypimp_04_cannot_play_quietly|adhd_inatt_07_loses_things|adhd_hypimp_02_leaves_seat|adhd_inatt_09_forgetful_daily_activities|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_01_fidgets|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_07_blurts_out|adhd_hypimp_05_driven_by_motor|adhd_inatt_04_fails_to_finish_tasks|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_05_organization_difficulty|adhd_hypimp_06_talks_excessively|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_not_better_explained_other_mental|adhd_context_home|adhd_context_school|adhd_context_other|adhd_not_psychosis_exclusive
adhd,psychologist,psychologist_full,dsm5_core_plus_context,27,1.0,27,27,adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_context_home|adhd_context_school|adhd_context_other|adhd_onset_before_12|adhd_inatt_08_easily_distracted|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_03_seems_not_listening|adhd_hypimp_04_cannot_play_quietly|adhd_inatt_07_loses_things|adhd_hypimp_02_leaves_seat|adhd_inatt_09_forgetful_daily_activities|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_01_fidgets|adhd_inatt_01_attention_to_detail_errors|adhd_hypimp_07_blurts_out|adhd_hypimp_05_driven_by_motor|adhd_inatt_04_fails_to_finish_tasks|adhd_hypimp_08_difficulty_waiting_turn|adhd_inatt_05_organization_difficulty|adhd_hypimp_06_talks_excessively|adhd_hypimp_09_interrupts_intrudes|adhd_not_better_explained_other_mental|adhd_not_psychosis_exclusive
adhd,psychologist,psychologist_full,legacy_structural_intersection,27,1.0,27,27,adhd_context_home|adhd_context_other|adhd_context_school|adhd_hypimp_01_fidgets|adhd_hypimp_02_leaves_seat|adhd_hypimp_03_runs_or_climbs_inappropriately|adhd_hypimp_04_cannot_play_quietly|adhd_hypimp_05_driven_by_motor|adhd_hypimp_06_talks_excessively|adhd_hypimp_07_blurts_out|adhd_hypimp_08_difficulty_waiting_turn|adhd_hypimp_09_interrupts_intrudes|adhd_impairment_home|adhd_impairment_school|adhd_impairment_social|adhd_inatt_01_attention_to_detail_errors|adhd_inatt_02_sustained_attention_difficulty|adhd_inatt_03_seems_not_listening|adhd_inatt_04_fails_to_finish_tasks|adhd_inatt_05_organization_difficulty|adhd_inatt_06_avoids_sustained_effort|adhd_inatt_07_loses_things|adhd_inatt_08_easily_distracted|adhd_inatt_09_forgetful_daily_activities|adhd_not_better_explained_other_mental|adhd_not_psychosis_exclusive|adhd_onset_before_12
anxiety,psychologist,psychologist_1_3,structural_ranked_direct,48,0.3333333333333333,16,16,sep_anx_impairment|sep_anx_duration_weeks|gad_difficulty_controlling_worry|sep_anx_07_separation_nightmares|social_anxiety_almost_always_triggered|sep_anx_04_refuses_leaving_home_school|agor_escape_help_cognition|gad_excessive_worry_multiple_areas|sep_anx_08_physical_complaints_on_separation|social_anxiety_avoid_or_endure_intense|sep_anx_05_fear_being_alone_without_attachment|sep_anx_02_worry_losing_attachment_figures|social_anxiety_fear_being_observed|sep_anx_03_worry_event_causing_separation|social_anxiety_fear_negative_evaluation|social_anxiety_duration_months
anxiety,psychologist,psychologist_1_3,structural_ranked_plus_derived,48,0.3333333333333333,16,16,sep_anx_impairment|sep_anx_duration_weeks|gad_difficulty_controlling_worry|sep_anx_07_separation_nightmares|social_anxiety_almost_always_triggered|sep_anx_04_refuses_leaving_home_school|agor_escape_help_cognition|gad_excessive_worry_multiple_areas|sep_anx_08_physical_complaints_on_separation|social_anxiety_avoid_or_endure_intense|sep_anx_05_fear_being_alone_without_attachment|sep_anx_02_worry_losing_attachment_figures|social_anxiety_fear_being_observed|sep_anx_03_worry_event_causing_separation|social_anxiety_fear_negative_evaluation|social_anxiety_duration_months
anxiety,psychologist,psychologist_1_3,dsm5_core_plus_context,48,0.3333333333333333,16,16,sep_anx_impairment|sep_anx_duration_weeks|gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|social_anxiety_duration_months|agor_duration_months|gad_duration_months|agor_impairment|gad_impairment|social_anxiety_impairment|sep_anx_07_separation_nightmares|social_anxiety_almost_always_triggered|sep_anx_04_refuses_leaving_home_school|agor_escape_help_cognition
anxiety,psychologist,psychologist_1_3,legacy_structural_intersection,48,0.3333333333333333,16,14,gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|sep_anx_01_distress_on_separation|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|sep_anx_04_refuses_leaving_home_school|sep_anx_05_fear_being_alone_without_attachment|sep_anx_06_refuses_sleep_away_or_alone|sep_anx_07_separation_nightmares|sep_anx_08_physical_complaints_on_separation|social_anxiety_almost_always_triggered|social_anxiety_avoid_or_endure_intense|social_anxiety_fear_being_observed|social_anxiety_fear_interactions
anxiety,psychologist,psychologist_full,structural_ranked_direct,48,1.0,48,48,sep_anx_impairment|sep_anx_duration_weeks|gad_difficulty_controlling_worry|sep_anx_07_separation_nightmares|social_anxiety_almost_always_triggered|sep_anx_04_refuses_leaving_home_school|agor_escape_help_cognition|gad_excessive_worry_multiple_areas|sep_anx_08_physical_complaints_on_separation|social_anxiety_avoid_or_endure_intense|sep_anx_05_fear_being_alone_without_attachment|sep_anx_02_worry_losing_attachment_figures|social_anxiety_fear_being_observed|sep_anx_03_worry_event_causing_separation|social_anxiety_fear_negative_evaluation|social_anxiety_duration_months|sep_anx_01_distress_on_separation|social_anxiety_fear_interactions|sep_anx_06_refuses_sleep_away_or_alone|agor_avoid_or_need_companion|gad_assoc_04_irritability|agor_duration_months|gad_assoc_06_sleep_problems|gad_duration_months|agor_impairment|social_anxiety_fear_performance|gad_assoc_02_fatigue|gad_impairment|social_anxiety_impairment|gad_assoc_01_restlessness|gad_assoc_03_concentration_difficulty|gad_assoc_05_muscle_tension|agor_fear_05_outside_home_alone|agor_fear_01_public_transport|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_02_open_spaces|agor_almost_always_triggered|agor_not_better_explained|gad_not_better_explained|social_anxiety_not_due_substance_medical|sep_anx_not_better_explained|social_anxiety_not_better_explained|gad_not_due_substance_medical|social_anxiety_children_peer_only_flag|agor_disproportionate|agor_not_excessive_due_medical|social_anxiety_disproportionate
anxiety,psychologist,psychologist_full,structural_ranked_plus_derived,48,1.0,48,48,sep_anx_impairment|sep_anx_duration_weeks|gad_difficulty_controlling_worry|sep_anx_07_separation_nightmares|social_anxiety_almost_always_triggered|sep_anx_04_refuses_leaving_home_school|agor_escape_help_cognition|gad_excessive_worry_multiple_areas|sep_anx_08_physical_complaints_on_separation|social_anxiety_avoid_or_endure_intense|sep_anx_05_fear_being_alone_without_attachment|sep_anx_02_worry_losing_attachment_figures|social_anxiety_fear_being_observed|sep_anx_03_worry_event_causing_separation|social_anxiety_fear_negative_evaluation|social_anxiety_duration_months|sep_anx_01_distress_on_separation|social_anxiety_fear_interactions|sep_anx_06_refuses_sleep_away_or_alone|agor_avoid_or_need_companion|gad_assoc_04_irritability|agor_duration_months|gad_assoc_06_sleep_problems|gad_duration_months|agor_impairment|social_anxiety_fear_performance|gad_assoc_02_fatigue|gad_impairment|social_anxiety_impairment|gad_assoc_01_restlessness|gad_assoc_03_concentration_difficulty|gad_assoc_05_muscle_tension|agor_fear_05_outside_home_alone|agor_fear_01_public_transport|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_02_open_spaces|agor_almost_always_triggered|agor_not_better_explained|gad_not_better_explained|social_anxiety_not_due_substance_medical|sep_anx_not_better_explained|social_anxiety_not_better_explained|gad_not_due_substance_medical|social_anxiety_children_peer_only_flag|agor_disproportionate|agor_not_excessive_due_medical|social_anxiety_disproportionate
anxiety,psychologist,psychologist_full,dsm5_core_plus_context,48,1.0,48,48,sep_anx_impairment|sep_anx_duration_weeks|gad_difficulty_controlling_worry|gad_excessive_worry_multiple_areas|sep_anx_02_worry_losing_attachment_figures|sep_anx_03_worry_event_causing_separation|social_anxiety_duration_months|agor_duration_months|gad_duration_months|agor_impairment|gad_impairment|social_anxiety_impairment|sep_anx_07_separation_nightmares|social_anxiety_almost_always_triggered|sep_anx_04_refuses_leaving_home_school|agor_escape_help_cognition|sep_anx_08_physical_complaints_on_separation|social_anxiety_avoid_or_endure_intense|sep_anx_05_fear_being_alone_without_attachment|social_anxiety_fear_being_observed|social_anxiety_fear_negative_evaluation|sep_anx_01_distress_on_separation|social_anxiety_fear_interactions|sep_anx_06_refuses_sleep_away_or_alone|agor_avoid_or_need_companion|gad_assoc_04_irritability|gad_assoc_06_sleep_problems|social_anxiety_fear_performance|gad_assoc_02_fatigue|gad_assoc_01_restlessness|gad_assoc_03_concentration_difficulty|gad_assoc_05_muscle_tension|agor_fear_05_outside_home_alone|agor_fear_01_public_transport|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_02_open_spaces|agor_almost_always_triggered|agor_not_better_explained|gad_not_better_explained|social_anxiety_not_due_substance_medical|sep_anx_not_better_explained|social_anxiety_not_better_explained|gad_not_due_substance_medical|social_anxiety_children_peer_only_flag|agor_disproportionate|agor_not_excessive_due_medical|social_anxiety_disproportionate
anxiety,psychologist,psychologist_full,legacy_structural_intersection,48,1.0,48,48,sep_anx_impairment|sep_anx_duration_weeks|agor_escape_help_cognition|sep_anx_07_separation_nightmares|gad_difficulty_controlling_worry|social_anxiety_duration_months|gad_duration_months|agor_impairment|social_anxiety_almost_always_triggered|agor_avoid_or_need_companion|gad_excessive_worry_multiple_areas|sep_anx_04_refuses_leaving_home_school|social_anxiety_fear_negative_evaluation|gad_assoc_06_sleep_problems|sep_anx_08_physical_complaints_on_separation|sep_anx_02_worry_losing_attachment_figures|gad_assoc_01_restlessness|social_anxiety_fear_being_observed|sep_anx_05_fear_being_alone_without_attachment|sep_anx_03_worry_event_causing_separation|social_anxiety_avoid_or_endure_intense|sep_anx_01_distress_on_separation|gad_assoc_05_muscle_tension|sep_anx_06_refuses_sleep_away_or_alone|gad_impairment|gad_assoc_03_concentration_difficulty|social_anxiety_fear_interactions|gad_assoc_02_fatigue|social_anxiety_fear_performance|gad_assoc_04_irritability|social_anxiety_impairment|agor_fear_05_outside_home_alone|agor_duration_months|agor_fear_01_public_transport|agor_fear_03_enclosed_spaces|agor_fear_04_crowds_queues|agor_fear_02_open_spaces|agor_almost_always_triggered|agor_not_better_explained|gad_not_better_explained|gad_not_due_substance_medical|sep_anx_not_better_explained|social_anxiety_not_better_explained|social_anxiety_not_due_substance_medical|social_anxiety_children_peer_only_flag|agor_not_excessive_due_medical|agor_disproportionate|social_anxiety_disproportionate
conduct,caregiver,caregiver_2_3,structural_ranked_direct,21,0.6666666666666666,14,14,conduct_impairment_global|conduct_15_truancy_before_13|conduct_11_lies_to_obtain_or_avoid|conduct_09_property_destruction|conduct_03_weapon_use|conduct_05_physical_cruelty_animals|conduct_02_initiates_fights|conduct_07_forced_sex|conduct_13_stays_out_at_night_before_13|conduct_06_steals_confronting_victim|conduct_04_physical_cruelty_people|conduct_01_bullies_threatens_intimidates|conduct_14_runs_away_overnight|conduct_08_fire_setting
conduct,caregiver,caregiver_2_3,structural_ranked_plus_derived,21,0.6666666666666666,14,14,conduct_impairment_global|conduct_15_truancy_before_13|conduct_11_lies_to_obtain_or_avoid|conduct_09_property_destruction|conduct_03_weapon_use|conduct_05_physical_cruelty_animals|conduct_02_initiates_fights|conduct_07_forced_sex|conduct_13_stays_out_at_night_before_13|conduct_06_steals_confronting_victim|conduct_04_physical_cruelty_people|conduct_01_bullies_threatens_intimidates|conduct_14_runs_away_overnight|conduct_08_fire_setting
conduct,caregiver,caregiver_2_3,dsm5_core_plus_context,21,0.6666666666666666,14,14,conduct_impairment_global|conduct_15_truancy_before_13|conduct_11_lies_to_obtain_or_avoid|conduct_09_property_destruction|conduct_03_weapon_use|conduct_05_physical_cruelty_animals|conduct_02_initiates_fights|conduct_07_forced_sex|conduct_13_stays_out_at_night_before_13|conduct_06_steals_confronting_victim|conduct_04_physical_cruelty_people|conduct_01_bullies_threatens_intimidates|conduct_14_runs_away_overnight|conduct_08_fire_setting
conduct,caregiver,caregiver_2_3,legacy_structural_intersection,21,0.6666666666666666,14,14,conduct_01_bullies_threatens_intimidates|conduct_02_initiates_fights|conduct_03_weapon_use|conduct_04_physical_cruelty_people|conduct_05_physical_cruelty_animals|conduct_06_steals_confronting_victim|conduct_07_forced_sex|conduct_08_fire_setting|conduct_09_property_destruction|conduct_10_breaks_into_house_building_car|conduct_11_lies_to_obtain_or_avoid|conduct_12_steals_without_confrontation|conduct_13_stays_out_at_night_before_13|conduct_14_runs_away_overnight
depression,caregiver,caregiver_1_3,structural_ranked_direct,27,0.3333333333333333,9,9,mdd_duration_weeks|mdd_impairment|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_09_death_or_suicidal_thoughts|mdd_07_worthlessness_or_excessive_guilt|dmdd_irritable_between_outbursts|pdd_duration_months_child|mdd_06_fatigue_or_low_energy
depression,caregiver,caregiver_1_3,structural_ranked_plus_derived,27,0.3333333333333333,9,9,mdd_duration_weeks|mdd_impairment|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_09_death_or_suicidal_thoughts|mdd_07_worthlessness_or_excessive_guilt|dmdd_irritable_between_outbursts|pdd_duration_months_child|mdd_06_fatigue_or_low_energy
depression,caregiver,caregiver_1_3,dsm5_core_plus_context,27,0.3333333333333333,9,9,mdd_duration_weeks|mdd_impairment|dmdd_irritable_between_outbursts|pdd_duration_months_child|dmdd_outbursts_frequency_per_week|pdd_depressed_or_irritable_mood|dmdd_duration_months|pdd_impairment|dmdd_context_school
depression,caregiver,caregiver_1_3,legacy_structural_intersection,27,0.3333333333333333,9,9,mdd_duration_weeks|mdd_impairment|pdd_duration_months_child|pdd_depressed_or_irritable_mood|mdd_02_loss_of_interest_or_pleasure|mdd_03_weight_or_appetite_change|mdd_09_death_or_suicidal_thoughts|mdd_05_psychomotor_change|mdd_08_concentration_or_decision_difficulty
